what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1608127898059
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1608127898059
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1608127898060
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1608127898060
started,bundle,com.altera.sbtgui.integration,11.1.0.259,"com.altera.sbtgui.integration",1608127898061
started,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1608127898062
started,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1608127898062
started,bundle,com.altera.systemconsole,11.1.0.259,"com.altera.systemconsole",1608127898062
started,bundle,com.altera.utilities,11.1.0.259,"com.altera.utilities",1608127898063
os,sysinfo,,,"win32",1608127898065
arch,sysinfo,,,"x86",1608127898065
ws,sysinfo,,,"win32",1608127898065
locale,sysinfo,,,"fr_FR",1608127898065
processors,sysinfo,,,"8",1608127898065
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1608127898065
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1608127898065
java.specification.name,sysinfo,,,"Java Platform API Specification",1608127898065
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1608127898065
java.specification.version,sysinfo,,,"1.6",1608127898065
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1608127898065
java.version,sysinfo,,,"1.6.0_23",1608127898065
java.vm.info,sysinfo,,,"mixed mode",1608127898065
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1608127898065
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1608127898065
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1608127898065
java.vm.specification.version,sysinfo,,,"1.0",1608127898065
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1608127898065
java.vm.version,sysinfo,,,"19.0-b09",1608127898065
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608127900739
started,bundle,com.altera.sbtgui.core,11.1.0.259,"com.altera.sbtgui.core",1608127901184
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1608127901231
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608127904208
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608127904223
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608127905573
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608127907342
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608127917472
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1608127920342
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1608127920357
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1608127920360
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608127930272
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1608127931772
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608127933219
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608127934848
opened,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608127936471
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1608127936712
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1608127936716
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1608127936717
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1608127936718
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1608127936724
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608128035843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608128400870
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608128400965
started,bundle,com.altera.sbtgui.ui,11.1.0.259,"com.altera.sbtgui.ui",1608129065166
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608129065499
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129065678
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129105159
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608129116550
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129165250
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1608129179310
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129179989
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1608129179998
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.rename",1608129179998
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129180065
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129183097
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129196967
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129201035
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129201639
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129203546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129208664
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129209868
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608129210469
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608129212587
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608129216412
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608129229308
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1608129248103
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1608129251930
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129252204
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608129254205
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608129255655
