what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142008957
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142011161
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608142014251
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608142017405
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142025159
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142027097
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142030072
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142030275
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142036617
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142048428
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142053454
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142056148
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142056729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142059990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142070827
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142396637
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608142400346
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608142400384
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142404773
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142407404
error,log,,,"The system console model is invalid. Cannot launch.",1608142413804
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142413816
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142423925
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142429797
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608142473687
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1608142473701
