what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608147899734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608147901267
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1608147901553
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608147902986
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608147904967
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608147906523
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608147934935
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608147936862
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608147938577
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608147941594
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608147941615
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608147943558
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608147951208
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608147952559
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1608147952887
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608147954725
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608147956849
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608147960507
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608148001797
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608148053875
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608148056124
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148058691
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148059869
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608148064432
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1608148064954
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608148070348
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148074205
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148075451
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608148117932
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608148142167
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148144731
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148145924
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608148260235
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608148260276
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608148380376
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148410105
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148494916
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1608148508929
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608148527457
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608148530081
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148535026
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148538031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148538059
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148541383
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148545904
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148547279
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1608148547558
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608148549457
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608148551494
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608148555163
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608148662606
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1608148784342
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1608148784973
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1608148785263
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1608148785601
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1608148786059
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1608148786404
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1608148786657
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1608148787019
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148971953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608148989713
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149157907
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149160344
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149161464
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149168250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149169626
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1608149169904
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149170013
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149172391
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149175515
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608149177735
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149181425
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149190535
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149193870
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149195660
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149198035
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149200267
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149203470
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149204894
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1608149205175
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149207065
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608149209114
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149212909
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149231566
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1608149237257
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149252222
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149255850
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149261926
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149264299
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149271620
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149272988
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1608149273271
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149275104
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608149277163
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149280908
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149284224
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149291199
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149305056
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149323465
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149325002
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149330410
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149338307
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149339600
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149342874
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149344117
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149350856
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149353646
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149356949
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149358161
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149359646
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149373141
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149374554
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149375845
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149377384
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149381317
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149382453
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149390712
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149399868
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149401476
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149403380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149404562
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149409316
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149411038
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149412746
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149415681
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149418429
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149418768
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149422036
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149427907
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149429323
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1608149429605
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149431455
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608149433538
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149437211
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149499788
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149509473
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149511913
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149513642
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149515935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149519739
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149521115
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1608149521393
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149523263
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608149525282
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149528965
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149536640
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1608149540197
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1608149542158
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1608149613911
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1608149615851
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149620512
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149625471
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149628062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149630116
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149632357
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149637203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149638587
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1608149638873
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149640729
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608149642811
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149646535
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149668188
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149678566
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149682496
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149684827
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149687124
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149693555
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149694928
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1608149695211
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149697049
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608149699108
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149702807
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149728612
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1608149878056
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1608149881581
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1608149890410
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1608149894383
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149913198
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608149915400
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149918081
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149920555
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149924448
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608149925855
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1608149926134
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149927998
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1608149930054
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1608149933839
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1608149986288
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1608149998745
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1608150001404
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608150004180
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608150004948
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608150007940
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1608150009315
